state,commodity,modal_price
Andhra Pradesh,Groundnut,4000
Andhra Pradesh,Tamarind Fruit,5800
Andhra Pradesh,Tamarind Seed,1800
Andhra Pradesh,Gur(Jaggery),3000
Andhra Pradesh,Gur(Jaggery),2500
Andhra Pradesh,Tomato,380
Andhra Pradesh,Tomato,240
Andhra Pradesh,Tomato,200
Andhra Pradesh,Beetroot,300
Andhra Pradesh,Bhindi(Ladies Finger),800
Andhra Pradesh,Bitter gourd,550
Andhra Pradesh,Bottle gourd,150
Andhra Pradesh,Brinjal,400
Andhra Pradesh,Cabbage,230
Andhra Pradesh,Carrot,1050
Andhra Pradesh,Cauliflower,300
Andhra Pradesh,Cluster beans,1100
Andhra Pradesh,Green Chilli,1400
Andhra Pradesh,Potato,1000
Andhra Pradesh,Raddish,400
Andhra Pradesh,Ridgeguard(Tori),1500
Andhra Pradesh,Sweet Potato,2000
Andhra Pradesh,Tomato,460
Andhra Pradesh,Groundnut,3500
Andhra Pradesh,Gur(Jaggery),2600
Andhra Pradesh,Tomato,250
Andhra Pradesh,Gur(Jaggery),2000
Andhra Pradesh,Gur(Jaggery),2250
Andhra Pradesh,Ground Nut Seed,6300
Andhra Pradesh,Groundnut,4000
Andhra Pradesh,Groundnut (Split),4583
Andhra Pradesh,Paddy(Dhan),1466
Andhra Pradesh,Paddy(Dhan),1700
Andhra Pradesh,Gur(Jaggery),2000
Andhra Pradesh,Banana,150
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Banana,200
Andhra Pradesh,Banana,150
Andhra Pradesh,Banana,450
Andhra Pradesh,Banana,200
Andhra Pradesh,Banana,150
Andhra Pradesh,Banana,200
Andhra Pradesh,Turmeric,4800
Andhra Pradesh,Turmeric,6500
Andhra Pradesh,Cotton,4600
Andhra Pradesh,Cotton,4800
Andhra Pradesh,Paddy(Dhan),2000
Andhra Pradesh,Maize,1400
Andhra Pradesh,Paddy(Dhan),1650
Andhra Pradesh,Bengal Gram(Gram),5000
Andhra Pradesh,Maize,1425
Andhra Pradesh,Paddy(Dhan),1700
Andhra Pradesh,Sunflower,4000
Andhra Pradesh,Bengal Gram(Gram),3950
Andhra Pradesh,Jowar(Sorghum),1400
Andhra Pradesh,Paddy(Dhan),1450
Andhra Pradesh,Rice,3500
Andhra Pradesh,Lemon,1500
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Cashew Kernnel,12000
Andhra Pradesh,Cotton,4500
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Rice,3000
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Paddy(Dhan),1550
Andhra Pradesh,Cashewnuts,12800
Andhra Pradesh,Paddy(Dhan),1570
Andhra Pradesh,Maize,1430
Andhra Pradesh,Paddy(Dhan),1570
Andhra Pradesh,Paddy(Dhan),1590
Andhra Pradesh,Maize,1450
Andhra Pradesh,Paddy(Dhan),1570
Andhra Pradesh,Coconut,6500
Andhra Pradesh,Paddy(Dhan),1480
Andhra Pradesh,Lime,1500
Andhra Pradesh,Paddy(Dhan),1540
Andhra Pradesh,Rice,2400
Andhra Pradesh,Maize,1410
Andhra Pradesh,Paddy(Dhan),1470
Andhra Pradesh,Black Gram (Urd Beans),4800
Andhra Pradesh,Paddy(Dhan),1590
Assam,Black Gram (Urd Beans),2800
Assam,Corriander seed,3250
Assam,Jute,3850
Assam,Mustard,3375
Assam,Brinjal,1100
Assam,Cabbage,350
Assam,Cauliflower,1100
Assam,Cucumbar(Kheera),1100
Assam,Fish,35000
Assam,Fish,45000
Assam,Green Chilli,2800
Assam,Maida Atta,2200
Assam,Mustard Oil,9000
Assam,Onion,3200
Assam,Paddy(Dhan),1590
Assam,Paddy(Dhan),1710
Assam,Potato,610
Assam,Pumpkin,900
Assam,Rice,1350
Assam,Rice,2400
Assam,Rice,2700
Assam,Tomato,500
Assam,Rice,2400
Assam,Rice,2700
Assam,Bottle gourd,900
Assam,Brinjal,1300
Assam,Cabbage,450
Assam,Carrot,850
Assam,Cauliflower,850
Assam,Field Pea,1900
Assam,French Beans (Frasbean),1500
Assam,Green Chilli,3400
Assam,Indian Beans (Seam),1750
Assam,Knool Khol,550
Assam,Potato,750
Assam,Pumpkin,750
Assam,Raddish,450
Assam,Tomato,650
Assam,Jute,2700
Assam,Maida Atta,2360
Assam,Potato,800
Assam,Rice,4500
Assam,Wheat Atta,2100
Assam,Green Gram (Moong),7500
Assam,Potato,1100
Assam,Rice,2400
Assam,Rice,2250
Assam,Rice,4000
Assam,Onion,2950
Assam,Potato,750
Assam,Rice,3200
Assam,Wheat Atta,2400
Assam,Arecanut(Betelnut/Supari),1400
Assam,Green Gram Dal (Moong Dal),6625
Assam,Lentil(Masur),6075
Assam,Maida Atta,1185
Assam,Mustard Oil,10150.5
Assam,Onion,3250
Assam,Potato,725
Assam,Rice,2400
Assam,Rice,2900
Assam,Rice,4800
Assam,Wheat Atta,1175
Assam,Lentil(Masur),5800
Assam,Rice,2350
Assam,Lentil(Masur),6000
Assam,Rice,2600
Assam,Rice,3400
Assam,Rice,6500
Assam,Green Gram Dal (Moong Dal),6750
Assam,Lentil(Masur),4825
Assam,Maida Atta,2500
Assam,Rice,2500
Assam,Rice,3300
Assam,Rice,4900
Assam,Wheat Atta,2400
Assam,Green Gram Dal (Moong Dal),6900
Assam,Maida Atta,2350
Assam,Onion,3050
Assam,Potato,800
Assam,Rice,2550
Assam,Rice,3650
Assam,Rice,6300
Assam,Wheat Atta,2250
Chattisgarh,Paddy(Dhan),1425
Chattisgarh,Paddy(Dhan),1550
Chattisgarh,Maize,1200
Chattisgarh,Paddy(Dhan),1400
Chattisgarh,Apple,10000
Chattisgarh,Banana - Green,900
Chattisgarh,Bhindi(Ladies Finger),2250
Chattisgarh,Bitter gourd,2750
Chattisgarh,Bottle gourd,800
Chattisgarh,Brinjal,750
Chattisgarh,Cabbage,1100
Chattisgarh,Capsicum,1250
Chattisgarh,Carrot,1100
Chattisgarh,Cauliflower,750
Chattisgarh,Chikoos(Sapota),3500
Chattisgarh,Cucumbar(Kheera),900
Chattisgarh,Green Chilli,3250
Chattisgarh,Guar,1750
Chattisgarh,Karbuja(Musk Melon),2750
Chattisgarh,Lemon,3500
Chattisgarh,Little gourd (Kundru),900
Chattisgarh,Methi(Leaves),550
Chattisgarh,Mousambi(Sweet Lime),4000
Chattisgarh,Onion,1900
Chattisgarh,Orange,3250
Chattisgarh,Paddy(Dhan),1575
Chattisgarh,Paddy(Dhan),1592
Chattisgarh,Potato,650
Chattisgarh,Pumpkin,650
Chattisgarh,Raddish,450
Chattisgarh,Sweet Potato,1250
Chattisgarh,Tomato,500
Chattisgarh,Water Melon,1250
Chattisgarh,Paddy(Dhan),1548
Chattisgarh,Paddy(Dhan),1553
Chattisgarh,Paddy(Dhan),1700
Chattisgarh,Mahua,2500
Chattisgarh,Paddy(Dhan),1555
Chattisgarh,Paddy(Dhan),1487
Chattisgarh,Paddy(Dhan),1500
Chattisgarh,Paddy(Dhan),1425
Chattisgarh,Paddy(Dhan),1425
Chattisgarh,Onion,2800
Chattisgarh,Potato,500
Chattisgarh,Tomato,800
Chattisgarh,Paddy(Dhan),1503
Chattisgarh,Paddy(Dhan),1300
Chattisgarh,Paddy(Dhan),1300
Chattisgarh,Paddy(Dhan),1520
Chattisgarh,Paddy(Dhan),1520
Chattisgarh,Paddy(Dhan),1550
Chattisgarh,Bhindi(Ladies Finger),3500
Chattisgarh,Lemon,4500
Chattisgarh,Tomato,200
Chattisgarh,Groundnut,4455
Goa,Arecanut(Betelnut/Supari),17500
Goa,Arecanut(Betelnut/Supari),20500
Goa,Arecanut(Betelnut/Supari),18500
Goa,Coconut,1300
Goa,Arecanut(Betelnut/Supari),18700
Goa,Arecanut(Betelnut/Supari),21700
Goa,Arecanut(Betelnut/Supari),19700
Gujarat,Brinjal,750
Gujarat,Carrot,900
Gujarat,Cauliflower,425
Gujarat,Green Chilli,2150
Gujarat,Lemon,1300
Gujarat,Arhar (Tur/Red Gram),4005
Gujarat,Black Gram (Urd Beans),3500
Gujarat,Castor Seed,3915
Gujarat,Cotton,4800
Gujarat,Cummin Seed(Jeera),18220
Gujarat,Jowar(Sorghum),3020
Gujarat,Maize,1405
Gujarat,Methi Seeds,2675
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7415
Gujarat,"Sesamum(Sesame,Gingelly,Til)",8250
Gujarat,Soyabean,3375
Gujarat,Wheat,1690
Gujarat,Cotton,4415
Gujarat,Bajra(Pearl Millet/Cumbu),1380
Gujarat,Black Gram (Urd Beans),4025
Gujarat,Castor Seed,3750
Gujarat,Cotton,4613
Gujarat,Cummin Seed(Jeera),17000
Gujarat,Green Gram (Moong),5125
Gujarat,"Sesamum(Sesame,Gingelly,Til)",6875
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7475
Gujarat,Wheat,1725
Gujarat,Bottle gourd,450
Gujarat,Brinjal,600
Gujarat,Carrot,800
Gujarat,Cauliflower,600
Gujarat,Green Chilli,2150
Gujarat,Bajra(Pearl Millet/Cumbu),1090
Gujarat,Mustard,3150
Gujarat,Wheat,1560
Gujarat,Bajra(Pearl Millet/Cumbu),1100
Gujarat,Guar Seed(Cluster Beans Seed),3878
Gujarat,Wheat,1639
Gujarat,Cotton,5110
Gujarat,Mustard,3295
Gujarat,Soanf,9750
Gujarat,Bajra(Pearl Millet/Cumbu),1300
Gujarat,Castor Seed,4055
Gujarat,Groundnut,3375
Gujarat,Mustard,3375
Gujarat,Wheat,1750
Gujarat,Bajra(Pearl Millet/Cumbu),1250
Gujarat,Castor Seed,4070
Gujarat,Cotton,4155
Gujarat,Guar Seed(Cluster Beans Seed),4095
Gujarat,Mustard,3325
Gujarat,Wheat,1595
Gujarat,Bottle gourd,375
Gujarat,Brinjal,600
Gujarat,Carrot,900
Gujarat,Cauliflower,425
Gujarat,Green Chilli,2250
Gujarat,Lemon,2250
Gujarat,Castor Seed,4040
Gujarat,Guar Seed(Cluster Beans Seed),4060
Gujarat,Mustard,3350
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7125
Gujarat,Arhar (Tur/Red Gram),3465
Gujarat,Bajra(Pearl Millet/Cumbu),1200
Gujarat,Castor Seed,4045
Gujarat,Cummin Seed(Jeera),17400
Gujarat,Guar Seed(Cluster Beans Seed),3981
Gujarat,Mustard,3250
Gujarat,Wheat,1600
Gujarat,Bajra(Pearl Millet/Cumbu),1875
Gujarat,Bajra(Pearl Millet/Cumbu),1320
Gujarat,Castor Seed,4100
Gujarat,Cummin Seed(Jeera),16750
Gujarat,Green Gram (Moong),4125
Gujarat,Guar Seed(Cluster Beans Seed),4200
Gujarat,Mustard,3425
Gujarat,Bajra(Pearl Millet/Cumbu),1850
Gujarat,Bajra(Pearl Millet/Cumbu),1300
Gujarat,Castor Seed,4100
Gujarat,Mustard,3440
Gujarat,Bajra(Pearl Millet/Cumbu),1132.5
Gujarat,Castor Seed,4050
Gujarat,Guar Seed(Cluster Beans Seed),4057.5
Gujarat,Mustard,3250
Gujarat,Wheat,1752.5
Gujarat,Bottle gourd,425
Gujarat,Brinjal,1100
Gujarat,Coriander(Leaves),600
Gujarat,Ginger(Green),2450
Gujarat,Green Chilli,2525
Gujarat,Lemon,1175
Gujarat,Tomato,600
Gujarat,Arhar (Tur/Red Gram),3400
Gujarat,Bajra(Pearl Millet/Cumbu),1500
Gujarat,Castor Seed,3600
Gujarat,Cotton,4600
Gujarat,Jowar(Sorghum),1800
Gujarat,Maize,1500
Gujarat,Wheat,2200
Gujarat,Arhar (Tur/Red Gram),3500
Gujarat,Castor Seed,3500
Gujarat,Cotton,4600
Gujarat,Jowar(Sorghum),1900
Gujarat,Maize,1500
Gujarat,Bajra(Pearl Millet/Cumbu),1300
Gujarat,Castor Seed,3710
Gujarat,Groundnut,3400
Gujarat,Groundnut,3500
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7750
Gujarat,Black Gram (Urd Beans),1750
Gujarat,Wheat,1625
Gujarat,Arhar (Tur/Red Gram),3900
Gujarat,Arhar (Tur/Red Gram),4500
Gujarat,Bajra(Pearl Millet/Cumbu),1150
Gujarat,Beans,4300
Gujarat,Bengal Gram(Gram),3630
Gujarat,Black Gram (Urd Beans),3600
Gujarat,Castor Seed,3750
Gujarat,Castor Seed,3650
Gujarat,Corriander seed,7500
Gujarat,Green Gram (Moong),3500
Gujarat,Groundnut,3800
Gujarat,Jowar(Sorghum),1200
Gujarat,Maize,1240
Gujarat,Soyabean,3680
Gujarat,Wheat,1750
Gujarat,Bottle gourd,500
Gujarat,Brinjal,600
Gujarat,Coriander(Leaves),500
Gujarat,Ginger(Green),3200
Gujarat,Green Chilli,3200
Gujarat,Lemon,1800
Gujarat,Onion,1500
Gujarat,Potato,500
Gujarat,Tomato,400
Gujarat,Maize,1435
Gujarat,Bajra(Pearl Millet/Cumbu),1232
Gujarat,Castor Seed,3977
Gujarat,Wheat,1667
Gujarat,Bajra(Pearl Millet/Cumbu),1212
Gujarat,Castor Seed,3950
Gujarat,Wheat,1647
Gujarat,Bajra(Pearl Millet/Cumbu),1225
Gujarat,Castor Seed,4040
Gujarat,Guar Seed(Cluster Beans Seed),4150
Gujarat,Mustard,3350
Gujarat,Brinjal,1500
Gujarat,Carrot,1000
Gujarat,Cauliflower,500
Gujarat,Green Chilli,2500
Gujarat,Lemon,1500
Gujarat,Groundnut,3450
Gujarat,Black Gram (Urd Beans),3545
Gujarat,Castor Seed,3470
Gujarat,Cotton,4775
Gujarat,Cummin Seed(Jeera),15125
Gujarat,Groundnut,2960
Gujarat,Guar Seed(Cluster Beans Seed),3710
Gujarat,Mustard,3085
Gujarat,"Sesamum(Sesame,Gingelly,Til)",8035
Gujarat,Wheat,1670
Gujarat,Arhar (Tur/Red Gram),3878
Gujarat,Black Gram (Urd Beans),3365
Gujarat,Castor Seed,3553
Gujarat,Cotton,4700
Gujarat,Cummin Seed(Jeera),17213
Gujarat,Groundnut,3390
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7175
Gujarat,Wheat,1653
Gujarat,Arhar (Tur/Red Gram),4200
Gujarat,Bajra(Pearl Millet/Cumbu),1070
Gujarat,Beans,2750
Gujarat,Black Gram (Urd Beans),3500
Gujarat,Castor Seed,3900
Gujarat,Corriander seed,4250
Gujarat,Cotton,4625
Gujarat,Cummin Seed(Jeera),17000
Gujarat,Green Gram (Moong),3000
Gujarat,Ground Nut Seed,4550
Gujarat,Groundnut,3400
Gujarat,Groundnut (Split),4000
Gujarat,Guar Seed(Cluster Beans Seed),4000
Gujarat,Kulthi(Horse Gram),3555
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7350
Gujarat,"Sesamum(Sesame,Gingelly,Til)",6500
Gujarat,Soyabean,3250
Gujarat,Wheat,1550
Gujarat,Wheat,1600
Gujarat,Cotton,4867
Gujarat,Bajra(Pearl Millet/Cumbu),1330
Gujarat,Corriander seed,5000
Gujarat,Groundnut,3925
Gujarat,Groundnut,3625
Gujarat,Jowar(Sorghum),3100
Gujarat,Brinjal,1000
Gujarat,Carrot,1600
Gujarat,Cauliflower,1250
Gujarat,Green Chilli,1350
Gujarat,Lemon,4200
Gujarat,Arhar (Tur/Red Gram),4125
Gujarat,Black Gram (Urd Beans),3470
Gujarat,Cotton,4650
Gujarat,Cummin Seed(Jeera),16375
Gujarat,Ground Nut Seed,4025
Gujarat,Groundnut,3340
Gujarat,Methi Seeds,2400
Gujarat,Onion,1300
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7000
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7325
Gujarat,Wheat,1660
Gujarat,Castor Seed,4010
Gujarat,Cotton,5000
Gujarat,Jowar(Sorghum),3350
Gujarat,Castor Seed,3960
Gujarat,Guar Seed(Cluster Beans Seed),4130
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7938
Gujarat,Castor Seed,4000
Gujarat,Cummin Seed(Jeera),14755
Gujarat,Guar Seed(Cluster Beans Seed),3910
Gujarat,Cotton,4850
Gujarat,Paddy(Dhan),1560
Gujarat,Brinjal,500
Gujarat,Bottle gourd,350
Gujarat,Brinjal,500
Gujarat,Coriander(Leaves),300
Gujarat,Ginger(Green),1925
Gujarat,Lemon,950
Gujarat,Onion,1975
Gujarat,Potato,750
Gujarat,Tomato,300
Gujarat,Black Gram (Urd Beans),4372
Gujarat,Castor Seed,3975
Gujarat,Cotton,4927
Gujarat,Cummin Seed(Jeera),16015
Gujarat,Green Gram (Moong),4527
Gujarat,Guar Seed(Cluster Beans Seed),4200
Gujarat,Methi Seeds,2437
Gujarat,Mustard,3202
Gujarat,Wheat,1550
Gujarat,Arhar (Tur/Red Gram),3975
Gujarat,Bajra(Pearl Millet/Cumbu),1140
Gujarat,Black Gram (Urd Beans),3875
Gujarat,Castor Seed,4050
Gujarat,Guar Seed(Cluster Beans Seed),4300
Gujarat,Methi Seeds,2655
Gujarat,Mustard,3200
Gujarat,Cotton,5075
Gujarat,Ajwan,6500
Gujarat,Corriander seed,5300
Gujarat,Cummin Seed(Jeera),18200
Gujarat,Isabgul (Psyllium),9650
Gujarat,Mustard,3350
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7350
Gujarat,Soanf,7375
Gujarat,Suva (Dill Seed),4975
Gujarat,Arhar (Tur/Red Gram),3480
Gujarat,Bajra(Pearl Millet/Cumbu),1195
Gujarat,Black Gram (Urd Beans),3827
Gujarat,Castor Seed,3980
Gujarat,Cotton,4755
Gujarat,Guar Seed(Cluster Beans Seed),4030
Gujarat,Jowar(Sorghum),3287
Gujarat,Methi Seeds,2487
Gujarat,Mustard,3130
Gujarat,"Sesamum(Sesame,Gingelly,Til)",6732
Gujarat,Wheat,1695
Gujarat,Cotton,4850
Gujarat,Cummin Seed(Jeera),15000
Gujarat,Groundnut,3300
Gujarat,"Sesamum(Sesame,Gingelly,Til)",8000
Gujarat,Wheat,1625
Gujarat,Bajra(Pearl Millet/Cumbu),1090
Gujarat,Maize,1340
Gujarat,Wheat,1685
Gujarat,Bajra(Pearl Millet/Cumbu),1100
Gujarat,Maize,1350
Gujarat,Wheat,1680
Gujarat,Bajra(Pearl Millet/Cumbu),1090
Gujarat,Maize,1350
Gujarat,Wheat,1680
Gujarat,Bajra(Pearl Millet/Cumbu),1175
Gujarat,Castor Seed,4033
Gujarat,Cotton,4647
Gujarat,Guar Seed(Cluster Beans Seed),4027
Gujarat,Jowar(Sorghum),3845
Gujarat,Mustard,3217
Gujarat,Wheat,1722
Gujarat,Beans,2925
Gujarat,Black Gram (Urd Beans),2375
Gujarat,Corriander seed,4200
Gujarat,Cummin Seed(Jeera),14960
Gujarat,Green Gram (Moong),4550
Gujarat,Ground Nut Seed,3675
Gujarat,Groundnut,3500
Gujarat,Wheat,1515
Gujarat,Wheat,1545
Gujarat,Castor Seed,3880
Gujarat,Groundnut,3605
Gujarat,Maize,1505
Gujarat,Wheat,1640
Gujarat,Arhar (Tur/Red Gram),3700
Gujarat,Bajra(Pearl Millet/Cumbu),1250
Gujarat,Black Gram (Urd Beans),2950
Gujarat,Castor Seed,2625
Gujarat,Cummin Seed(Jeera),16250
Gujarat,Groundnut,3555
Gujarat,Jowar(Sorghum),3250
Gujarat,Kulthi(Horse Gram),2050
Gujarat,Methi Seeds,2500
Gujarat,Mustard,4500
Gujarat,"Sesamum(Sesame,Gingelly,Til)",6900
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7175
Gujarat,Soyabean,3125
Gujarat,Bajra(Pearl Millet/Cumbu),1440
Gujarat,Bottle gourd,500
Gujarat,Brinjal,950
Gujarat,Castor Seed,3745
Gujarat,Cotton,4775
Gujarat,Cummin Seed(Jeera),15975
Gujarat,Groundnut,2800
Gujarat,Jowar(Sorghum),3240
Gujarat,Onion,1500
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7635
Gujarat,Tomato,650
Gujarat,Arhar (Tur/Red Gram),4150
Gujarat,Bajra(Pearl Millet/Cumbu),1200
Gujarat,Bengal Gram(Gram),3600
Gujarat,Black Gram (Urd Beans),3750
Gujarat,Castor Seed,3850
Gujarat,Corriander seed,5500
Gujarat,Cotton,5000
Gujarat,Cummin Seed(Jeera),16000
Gujarat,Garlic,1100
Gujarat,Green Gram (Moong),4500
Gujarat,Groundnut,3500
Gujarat,Groundnut,3550
Gujarat,Jowar(Sorghum),3000
Gujarat,Maize,1400
Gujarat,Methi Seeds,3000
Gujarat,Mustard,3250
Gujarat,"Sesamum(Sesame,Gingelly,Til)",7500
Gujarat,"Sesamum(Sesame,Gingelly,Til)",8000
Gujarat,Wheat,1675
Gujarat,Wheat,1875
Gujarat,Bottle gourd,400
Gujarat,Brinjal,425
Gujarat,Cluster beans,4500
Gujarat,Coriander(Leaves),500
Gujarat,Ginger(Green),2750
Gujarat,Green Chilli,1500
Gujarat,Lemon,875
Gujarat,Onion,1400
Gujarat,Potato,450
Gujarat,Tomato,450
Gujarat,Arhar (Tur/Red Gram),4475
Gujarat,Black Gram (Urd Beans),3525
Gujarat,Cotton,4943
Gujarat,Groundnut,3088
Gujarat,Guar Seed(Cluster Beans Seed),4063
Gujarat,Maize,1275
Gujarat,Soyabean,3200
Gujarat,Wheat,1690
Gujarat,Castor Seed,4100
Gujarat,Cotton,5000
Gujarat,Guar Seed(Cluster Beans Seed),4200
Gujarat,Maize,1225
Gujarat,Mustard,3000
Gujarat,Maize,1325
Gujarat,Soyabean,3557
Gujarat,Wheat,1712
Gujarat,Black Gram (Urd Beans),3400
Gujarat,Castor Seed,3850
Gujarat,Cotton,4800
Gujarat,Groundnut,3350
Gujarat,Maize,1150
Gujarat,Black Gram (Urd Beans),3350
Gujarat,Castor Seed,3700
Gujarat,Cotton,4750
Gujarat,Bajra(Pearl Millet/Cumbu),1240
Gujarat,Castor Seed,4038
Gujarat,Guar Seed(Cluster Beans Seed),4163
Gujarat,Mustard,3175
Gujarat,Wheat,1660
Gujarat,Castor Seed,4025
Gujarat,Cotton,5100
Gujarat,Maize,1468
Gujarat,Wheat,1655
Gujarat,Cotton,4621
Gujarat,Maize,950
Gujarat,Brinjal,650
Gujarat,Carrot,925
Gujarat,Green Chilli,3250
Gujarat,Lemon,1125
Gujarat,Arhar (Tur/Red Gram),4050
Gujarat,Arhar (Tur/Red Gram),4000
Gujarat,Black Gram (Urd Beans),3250
Gujarat,Brinjal,500
Gujarat,Cauliflower,750
Gujarat,Groundnut,3125
Gujarat,Jowar(Sorghum),2075
Gujarat,Soyabean,3475
Gujarat,Wheat,1750
Gujarat,Castor Seed,3950
Gujarat,Cotton,4850
Gujarat,Cummin Seed(Jeera),16000
Gujarat,Groundnut,3350
Gujarat,Mustard,2750
Gujarat,Soanf,5750
Gujarat,Wheat,1525
Gujarat,Bottle gourd,600
Gujarat,Brinjal,300
Gujarat,Carrot,1550
Gujarat,Cauliflower,450
Gujarat,Green Chilli,2750
Gujarat,Lemon,2000
Gujarat,Arhar (Tur/Red Gram),4225
Gujarat,Bajra(Pearl Millet/Cumbu),1075
Gujarat,Castor Seed,3875
Gujarat,Jowar(Sorghum),2525
Gujarat,"Sesamum(Sesame,Gingelly,Til)",6475
Gujarat,Arhar (Tur/Red Gram),3475
Gujarat,Bajra(Pearl Millet/Cumbu),1075
Gujarat,Castor Seed,3875
Gujarat,Jowar(Sorghum),2525
Gujarat,"Sesamum(Sesame,Gingelly,Til)",6475
Gujarat,Bottle gourd,350
Haryana,Carrot,800
Haryana,Cauliflower,600
Haryana,Ginger(Green),3000
Haryana,Green Chilli,4000
Haryana,Methi(Leaves),1000
Haryana,Raddish,300
Haryana,Tomato,1400
Haryana,Apple,6000
Haryana,Bhindi(Ladies Finger),5000
Haryana,Bottle gourd,1000
Haryana,Brinjal,1500
Haryana,Cabbage,700
Haryana,Capsicum,3000
Haryana,Carrot,500
Haryana,Cauliflower,400
Haryana,Coriander(Leaves),650
Haryana,Cucumbar(Kheera),2000
Haryana,Garlic,3000
Haryana,Ginger(Dry),3000
Haryana,Grapes,4200
Haryana,Green Chilli,5000
Haryana,Jack Fruit,3000
Haryana,Kinnow,2500
Haryana,Lemon,2500
Haryana,Methi(Leaves),700
Haryana,Onion,2500
Haryana,Onion Green,1000
Haryana,Peas Wet,1850
Haryana,Potato,300
Haryana,Pumpkin,1000
Haryana,Raddish,300
Haryana,Spinach,400
Haryana,Tomato,800
Haryana,Turnip,500
Haryana,Yam (Ratalu),3000
Haryana,Apple,3100
Haryana,Banana,2500
Haryana,Brinjal,1000
Haryana,Carrot,600
Haryana,Cauliflower,600
Haryana,Coriander(Leaves),807
Haryana,Cucumbar(Kheera),2000
Haryana,Ginger(Green),3000
Haryana,Green Chilli,4000
Haryana,Kinnow,2200
Haryana,Methi(Leaves),700
Haryana,Peas Wet,1500
Haryana,Potato,315
Haryana,Raddish,400
Haryana,Spinach,396
Haryana,Tomato,600
Haryana,Turnip,500
Haryana,Apple,4500
Haryana,Banana,1200
Haryana,Bitter gourd,1400
Haryana,Cabbage,700
Haryana,Carrot,700
Haryana,Cucumbar(Kheera),1900
Haryana,Ginger(Green),2900
Haryana,Green Chilli,2600
Haryana,Green Peas,1800
Haryana,Guava,3100
Haryana,Lemon,2300
Haryana,Onion,2500
Haryana,Pomegranate,4500
Haryana,Potato,450
Haryana,Raddish,600
Haryana,Tomato,900
Haryana,Apple,5000
Haryana,Carrot,500
Haryana,Apple,3500
Haryana,Cabbage,300
Haryana,Carrot,700
Haryana,Cauliflower,600
Haryana,Chikoos(Sapota),2250
Haryana,Cucumbar(Kheera),1350
Haryana,Grapes,3500
Haryana,Green Chilli,2900
Haryana,Onion,2250
Haryana,Peas Wet,1250
Haryana,Pomegranate,3500
Haryana,Potato,550
Haryana,Raddish,250
Haryana,Tomato,1000
Haryana,Apple,8500
Haryana,Banana,2100
Haryana,Grapes,5000
Haryana,Onion,2250
Haryana,Pomegranate,8500
Haryana,Potato,475
Haryana,Tomato,900
Haryana,Apple,5500
Haryana,Banana,1000
Haryana,Cabbage,1400
Haryana,Carrot,600
Haryana,Chikoos(Sapota),4200
Haryana,Cucumbar(Kheera),1500
Haryana,Ginger(Green),3100
Haryana,Grapes,5000
Haryana,Green Chilli,1900
Haryana,Kinnow,3500
Haryana,Onion,2400
Haryana,Pomegranate,7000
Haryana,Potato,500
Haryana,Sweet Potato,1400
Haryana,Tomato,1100
Haryana,Apple,4800
Haryana,Banana,3600
Haryana,Carrot,1300
Haryana,Green Chilli,1700
Haryana,Mousambi(Sweet Lime),2800
Haryana,Onion,2500
Haryana,Potato,600
Haryana,Raddish,1000
Haryana,Tomato,1400
Haryana,Apple,4000
Haryana,Cabbage,600
Haryana,Carrot,450
Haryana,Cauliflower,1100
Haryana,Cucumbar(Kheera),2000
Haryana,Ginger(Dry),2700
Haryana,Grapes,4800
Haryana,Kinnow,2000
Haryana,Methi(Leaves),900
Haryana,Onion Green,2700
Haryana,Potato,400
Haryana,Raddish,500
Haryana,Spinach,400
Haryana,Tomato,850
Haryana,Apple,5000
Haryana,Ber(Zizyphus/Borehannu),1400
Haryana,Cabbage,2000
Haryana,Carrot,700
Haryana,Cauliflower,800
Haryana,Chikoos(Sapota),3000
Haryana,Cucumbar(Kheera),2000
Haryana,Grapes,4500
Haryana,Lemon,4000
Haryana,Mousambi(Sweet Lime),3000
Haryana,Onion,2400
Haryana,Pomegranate,5000
Haryana,Potato,480
Haryana,Raddish,500
Haryana,Tomato,1200
Haryana,Cotton,5390
Haryana,Cotton,5220
Haryana,Apple,6800
Haryana,Banana,2000
Haryana,Cabbage,700
Haryana,Carrot,500
Haryana,Cauliflower,700
Haryana,Grapes,4300
