state,commodity,modal_price
Punjab,Raddish,400
Punjab,Carrot,1000
Punjab,Cauliflower,700
Punjab,Peas Wet,1300
Punjab,Potato,300
Punjab,Raddish,500
Punjab,Carrot,400
Punjab,Cauliflower,700
Punjab,Peas Wet,1000
Punjab,Potato,300
Punjab,Apple,3900
Punjab,Brinjal,1900
Punjab,Cabbage,1200
Punjab,Carrot,850
Punjab,Cauliflower,950
Punjab,Ginger(Dry),3000
Punjab,Grapes,4600
Punjab,Green Chilli,2300
Punjab,Onion,2800
Punjab,Orange,4900
Punjab,Peas Wet,1250
Punjab,Potato,250
Punjab,Brinjal,500
Punjab,Brinjal,450
Punjab,Carrot,450
Punjab,Cauliflower,700
Punjab,Ginger(Green),3100
Punjab,Green Chilli,3800
Punjab,Onion,2300
Punjab,Peas Wet,1150
Punjab,Potato,335
Punjab,Tomato,900
Punjab,Apple,5000
Punjab,Banana,1300
Punjab,Brinjal,1000
Punjab,Carrot,500
Punjab,Cauliflower,450
Punjab,Cucumbar(Kheera),1500
Punjab,Garlic,2000
Punjab,Ginger(Green),1800
Punjab,Green Chilli,4000
Punjab,Kinnow,2000
Punjab,Onion,2000
Punjab,Papaya,1000
Punjab,Peas Wet,1500
Punjab,Potato,200
Punjab,Tomato,900
Punjab,Turnip,600
Punjab,Cabbage,700
Punjab,Carrot,800
Punjab,Cauliflower,900
Punjab,Coriander(Leaves),800
Punjab,Green Chilli,5500
Punjab,Onion,2000
Punjab,Peas Wet,2000
Punjab,Potato,240
Punjab,Raddish,600
Punjab,Spinach,500
Punjab,Tomato,1320
Punjab,Carrot,700
Punjab,Cauliflower,600
Punjab,Onion,2300
Punjab,Peas cod,1300
Punjab,Potato,300
Punjab,Spinach,600
Punjab,Tomato,1300
Punjab,Cotton,5110
Punjab,Cotton,5080
Punjab,Capsicum,2800
Punjab,Carrot,650
Punjab,Cauliflower,700
Punjab,Green Chilli,4800
Punjab,Onion,2800
Punjab,Peas Wet,1800
Punjab,Potato,225
Punjab,Tomato,1100
Punjab,Carrot,700
Punjab,Cauliflower,800
Punjab,Green Chilli,5000
Punjab,Methi(Leaves),800
Punjab,Onion,2500
Punjab,Peas Wet,1200
Punjab,Potato,300
Punjab,Brinjal,1100
Punjab,Carrot,1600
Punjab,Cauliflower,1100
Punjab,Methi(Leaves),1100
Punjab,Peas cod,1600
Punjab,Cabbage,800
Punjab,Carrot,700
Punjab,Cauliflower,800
Punjab,Green Chilli,2700
Punjab,Potato,250
Punjab,Raddish,700
Punjab,Brinjal,1200
Punjab,Carrot,800
Punjab,Cauliflower,600
Punjab,Ginger(Green),3200
Punjab,Green Chilli,3000
Punjab,Onion,3000
Punjab,Potato,250
Punjab,Raddish,500
Punjab,Tomato,1000
Punjab,Carrot,800
Punjab,Ginger(Green),3200
Punjab,Green Chilli,3000
Punjab,Indian Colza(Sarson),800
Punjab,Raddish,500
Punjab,Cauliflower,700
Punjab,Green Chilli,2800
Punjab,Onion,2400
Punjab,Potato,300
Punjab,Tomato,1250
Punjab,Capsicum,2500
Punjab,Carrot,500
Punjab,Cauliflower,700
Punjab,Green Chilli,3500
Punjab,Onion,2500
Punjab,Peas Wet,1200
Punjab,Potato,350
Punjab,Raddish,350
Punjab,Tomato,1200
Punjab,Cauliflower,500
Punjab,Coriander(Leaves),600
Punjab,Green Chilli,3000
Punjab,Onion,2000
Punjab,Peas Wet,1400
Punjab,Potato,125
Punjab,Tomato,500
Punjab,Peas Wet,1200
Punjab,Cabbage,600
Punjab,Capsicum,2000
Punjab,Carrot,600
Punjab,Cauliflower,800
Punjab,Coriander(Leaves),1300
Punjab,Cotton,5220
Punjab,Garlic,2500
Punjab,Ginger(Green),2500
Punjab,Green Chilli,2500
Punjab,Lemon,3000
Punjab,Methi(Leaves),400
Punjab,Onion,2400
Punjab,Peas cod,1400
Punjab,Potato,500
Punjab,Raddish,400
Punjab,Squash(Chappal Kadoo),1600
Punjab,Tomato,1200
Punjab,Apple,4500
Punjab,Brinjal,1100
Punjab,Cabbage,500
Punjab,Carrot,400
Punjab,Cauliflower,600
Punjab,Ginger(Green),3200
Punjab,Gram Raw(Chholia),1800
Punjab,Green Chilli,2000
Punjab,Kinnow,2000
Punjab,Mashrooms,6000
Punjab,Methi(Leaves),900
Punjab,Onion,2200
Punjab,Peas cod,1600
Punjab,Pomegranate,6000
Punjab,Potato,280
Punjab,Raddish,400
Punjab,Spinach,400
Punjab,Tomato,900
Punjab,Turnip,400
Punjab,Amla(Nelli Kai),1300
Punjab,Apple,5000
Punjab,Ashgourd,600
Punjab,Banana,2200
Punjab,Beetroot,1300
Punjab,Bhindi(Ladies Finger),3000
Punjab,Bitter gourd,2000
Punjab,Brinjal,1200
Punjab,Brinjal,1200
Punjab,Cabbage,1000
Punjab,Capsicum,2000
Punjab,Carrot,800
Punjab,Cauliflower,1000
Punjab,Cotton,5120
Punjab,Cucumbar(Kheera),1200
Punjab,Garlic,2500
Punjab,Ginger(Green),3500
Punjab,Grapes,5000
Punjab,Green Chilli,2500
Punjab,Kinnow,1800
Punjab,Leafy Vegetable,1000
Punjab,Onion,2100
Punjab,Papaya,1200
Punjab,Peas Wet,1200
Punjab,Pine Apple,1500
Punjab,Pomegranate,5000
Punjab,Potato,200
Punjab,Raddish,400
Punjab,Spinach,1000
Punjab,Tomato,1400
Punjab,Turnip,400
Punjab,Apple,4024
Punjab,Bhindi(Ladies Finger),5179
Punjab,Capsicum,2885
Punjab,Cucumbar(Kheera),2590
Punjab,Ginger(Green),4000
Punjab,Grapes,4800
Punjab,Green Chilli,4200
Punjab,Kinnow,1700
Punjab,Lemon,2174
Punjab,Onion,2285
Punjab,Potato,300
Punjab,Tomato,1100
Punjab,Brinjal,1500
Punjab,Carrot,700
Punjab,Carrot,700
Punjab,Potato,400
Punjab,Apple,4100
Punjab,Bhindi(Ladies Finger),3450
Punjab,Brinjal,2100
Punjab,Cabbage,750
Punjab,Capsicum,2550
Punjab,Carrot,800
Punjab,Cauliflower,800
Punjab,Cucumbar(Kheera),1600
Punjab,Garlic,3120
Punjab,Ginger(Green),3150
Punjab,Green Chilli,4000
Punjab,Kinnow,1550
Punjab,Onion,2100
Punjab,Papaya,1300
Punjab,Pomegranate,5500
Punjab,Potato,400
Punjab,Round gourd,1250
Punjab,Tomato,1000
Punjab,Apple,5100
Punjab,Banana,2200
Punjab,Bhindi(Ladies Finger),4800
Punjab,Capsicum,1600
Punjab,Cauliflower,800
Punjab,Cucumbar(Kheera),2500
Punjab,Garlic,1200
Punjab,Ginger(Dry),2700
Punjab,Grapes,5100
Punjab,Green Chilli,4800
Punjab,Lemon,1600
Punjab,Onion,2200
Punjab,Orange,7400
Punjab,Peas cod,1400
Punjab,Potato,280
Punjab,Tomato,1100
Punjab,Apple,6010
Punjab,Banana,2710
Punjab,Capsicum,4010
Punjab,Carrot,510
Punjab,Cauliflower,1050
Punjab,Cucumbar(Kheera),2510
Punjab,Ginger(Green),3020
Punjab,Grapes,4810
Punjab,Green Chilli,5620
Punjab,Kinnow,4810
Punjab,Onion,2410
Punjab,Peas Wet,1650
Punjab,Potato,320
Punjab,Raddish,510
Punjab,Tomato,1150
Punjab,Apple,4700
Punjab,Banana,2700
Punjab,Brinjal,900
Punjab,Cauliflower,900
Punjab,Ginger(Green),2800
Punjab,Green Chilli,4000
Punjab,Kinnow,1800
Punjab,Onion,2100
Punjab,Pine Apple,2600
Punjab,Potato,400
Punjab,Carrot,650
Punjab,Chikoos(Sapota),2800
Punjab,Grapes,5000
Punjab,Kinnow,1800
Punjab,Onion,2600
Punjab,Peas Wet,1600
Punjab,Tomato,1200
Punjab,Banana,2200
Punjab,Carrot,1000
Punjab,Peas cod,1500
Punjab,Carrot,750
Punjab,Cauliflower,700
Punjab,Cucumbar(Kheera),1800
Punjab,Onion,2100
Punjab,Peas Wet,1650
Punjab,Potato,200
Punjab,Tomato,1600
Punjab,Bhindi(Ladies Finger),4000
Punjab,Brinjal,1000
Punjab,Cabbage,600
Punjab,Capsicum,2400
Punjab,Carrot,500
Punjab,Cauliflower,1000
Punjab,Chikoos(Sapota),3600
Punjab,Coriander(Leaves),600
Punjab,Cucumbar(Kheera),2700
Punjab,Ginger(Green),2800
Punjab,Grapes,4000
Punjab,Green Chilli,4500
Punjab,Green Peas,1600
Punjab,Guava,3600
Punjab,Kinnow,2600
Punjab,Kinnow,1200
Punjab,Leafy Vegetable,400
Punjab,Lime,2200
Punjab,Methi(Leaves),600
Punjab,Mousambi(Sweet Lime),2900
Punjab,Onion Green,1500
Punjab,Pine Apple,2000
Punjab,Potato,250
Punjab,Pumpkin,1100
Punjab,Raddish,400
Punjab,Squash(Chappal Kadoo),1500
Punjab,Tomato,1000
Punjab,Turnip,300
Punjab,Apple,5000
Punjab,Carrot,700
Punjab,Cauliflower,800
Punjab,Ginger(Green),2500
Punjab,Grapes,3700
Punjab,Green Chilli,2300
Punjab,Kinnow,1600
Punjab,Onion,1950
Punjab,Orange,3500
Punjab,Papaya,1300
Punjab,Peas Wet,900
Punjab,Pomegranate,6000
Punjab,Potato,250
Punjab,Raddish,300
Punjab,Tomato,900
Punjab,Carrot,1600
Punjab,Cauliflower,1800
Punjab,Peas cod,2000
Punjab,Raddish,500
Punjab,Brinjal,1100
Punjab,Cabbage,950
Punjab,Capsicum,2800
Punjab,Carrot,550
Punjab,Cauliflower,650
Punjab,Chikoos(Sapota),3200
Punjab,Coriander(Leaves),350
Punjab,Ginger(Dry),2600
Punjab,Green Chilli,2000
Punjab,Leafy Vegetable,300
Punjab,Peas Wet,1200
Punjab,Potato,250
Punjab,Bhindi(Ladies Finger),3500
Punjab,Brinjal,1100
Punjab,Carrot,700
Punjab,Cauliflower,1100
Punjab,Green Chilli,3200
Punjab,Kinnow,2000
Punjab,Onion,1900
Punjab,Peas cod,1300
Punjab,Potato,250
Punjab,Spinach,600
Punjab,Tomato,1100
Rajasthan,Bajra(Pearl Millet/Cumbu),1225
Rajasthan,Guar,4125
Rajasthan,Mustard,3300
Rajasthan,Black Gram (Urd Beans),3800
Rajasthan,Guar Seed(Cluster Beans Seed),4000
Rajasthan,Mustard,3300
Rajasthan,Wheat,1620
Rajasthan,Bengal Gram(Gram),3400
Rajasthan,Black Gram (Urd Beans),3051
Rajasthan,Mustard,3499
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",6200
Rajasthan,Wheat,1550
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",6750
Rajasthan,Bajra(Pearl Millet/Cumbu),1250
Rajasthan,Green Gram (Moong),4550
Rajasthan,Guar Seed(Cluster Beans Seed),4250
Rajasthan,Moath Dal,3175
Rajasthan,Mustard,3580
Rajasthan,Guar,4205
Rajasthan,Moath Dal,3105
Rajasthan,Mustard,3208
Rajasthan,Wheat,1596
Rajasthan,Ajwan,8000
Rajasthan,Ajwan,9348
Rajasthan,Black Gram (Urd Beans),3120
Rajasthan,Mustard,3420
Rajasthan,Wheat,1599
Rajasthan,Bajra(Pearl Millet/Cumbu),1155
Rajasthan,Bengal Gram(Gram),3471
Rajasthan,Guar,4127
Rajasthan,Mustard,3523
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",7550
Rajasthan,Wheat,1624
Rajasthan,Bajra(Pearl Millet/Cumbu),1100
Rajasthan,Guar,4005
Rajasthan,Mustard,3589
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",7850
Rajasthan,Wheat,1605
Rajasthan,Bengal Gram(Gram),3746
Rajasthan,Green Gram (Moong),4550
Rajasthan,Mustard,3586
Rajasthan,Guar,4200
Rajasthan,Mustard,3625
Rajasthan,Guar,4420
Rajasthan,Bengal Gram(Gram),3771
Rajasthan,Guar,4300
Rajasthan,Bengal Gram(Gram),3775
Rajasthan,Green Gram (Moong),4500
Rajasthan,Guar,4280
Rajasthan,Mustard,3701
Rajasthan,Wheat,1675
Rajasthan,Guar,4362
Rajasthan,Green Gram (Moong),4400
Rajasthan,Guar Seed(Cluster Beans Seed),4171
Rajasthan,Mustard,3650
Rajasthan,Guar,4225
Rajasthan,Guar Seed(Cluster Beans Seed),4300
Rajasthan,Jowar(Sorghum),2550
Rajasthan,Guar Seed(Cluster Beans Seed),4300
Rajasthan,Bengal Gram(Gram),3460
Rajasthan,Mustard,3280
Rajasthan,Wheat,1614
Rajasthan,Black Gram (Urd Beans),3099
Rajasthan,Mustard,3577
Rajasthan,Wheat,1581
Rajasthan,Bajra(Pearl Millet/Cumbu),1500
Rajasthan,Green Gram (Moong),4375
Rajasthan,Guar Seed(Cluster Beans Seed),4450
Rajasthan,Moath Dal,3100
Rajasthan,Mustard,3550
Rajasthan,Bengal Gram(Gram),3900
Rajasthan,Green Gram (Moong),4375
Rajasthan,Moath Dal,3100
Rajasthan,Wheat,1585
Rajasthan,Bengal Gram(Gram),3500
Rajasthan,Black Gram (Urd Beans),3350
Rajasthan,Jowar(Sorghum),1435
Rajasthan,Mustard,3550
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",7500
Rajasthan,Wheat,1600
Rajasthan,Black Gram (Urd Beans),3050
Rajasthan,Wheat,1500
Rajasthan,Black Gram (Urd Beans),5400
Rajasthan,Green Gram (Moong),4600
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",7400
Rajasthan,Bajra(Pearl Millet/Cumbu),1525
Rajasthan,Jowar(Sorghum),1400
Rajasthan,Bajra(Pearl Millet/Cumbu),1145
Rajasthan,Guar Seed(Cluster Beans Seed),4320
Rajasthan,Mustard,3485
Rajasthan,Guar,4100
Rajasthan,Bajra(Pearl Millet/Cumbu),1300
Rajasthan,Guar Seed(Cluster Beans Seed),4225
Rajasthan,Wheat,1700
Rajasthan,Bajra(Pearl Millet/Cumbu),1095
Rajasthan,Guar Seed(Cluster Beans Seed),4000
Rajasthan,Mustard,3625
Rajasthan,Wheat,1584
Rajasthan,Bajra(Pearl Millet/Cumbu),1079
Rajasthan,Mustard,3537
Rajasthan,"Sesamum(Sesame,Gingelly,Til)",7900
Rajasthan,Wheat,1564
Rajasthan,Bajra(Pearl Millet/Cumbu),1110
Rajasthan,Black Gram (Urd Beans),3175
Rajasthan,Jowar(Sorghum),2295
Rajasthan,Mustard,3450
Rajasthan,Wheat,1585
Rajasthan,Black Gram (Urd Beans),3557
Tamil Nadu,Maize,1217
Tamil Nadu,Coconut,3900
Tamil Nadu,Paddy(Dhan),1500
Tamil Nadu,Maize,1275
Tamil Nadu,Paddy(Dhan),1900
Tamil Nadu,Tobacco,3100
Tamil Nadu,Turmeric,6800
Tamil Nadu,Turmeric,7400
Tamil Nadu,Coconut,2500
Tamil Nadu,Copra,12000
Tamil Nadu,Coconut,2600
Tamil Nadu,Copra,11250
Tamil Nadu,Corriander seed,4450
Tamil Nadu,Maize,1280
Tamil Nadu,Paddy(Dhan),1650
Tamil Nadu,Coconut,3250
Tamil Nadu,Coconut,1950
Tamil Nadu,Copra,11200
Tamil Nadu,Coconut,3200
Tamil Nadu,Copra,11900
Tamil Nadu,Maize,1280
Tamil Nadu,Coconut,1950
Tamil Nadu,Coconut,4000
Tamil Nadu,Groundnut,4460
Tamil Nadu,Coconut,2000
Tamil Nadu,Coconut,3100
Tamil Nadu,Coconut,2100
Tamil Nadu,Copra,11200
Tamil Nadu,Maize,1425
Tamil Nadu,Paddy(Dhan),1681
Tamil Nadu,Coconut Seed,1710
Tamil Nadu,Paddy(Dhan),1740
Tamil Nadu,Tamarind Fruit,5000
Tamil Nadu,Coconut Seed,1850
Tamil Nadu,Coconut Seed,2200
Tamil Nadu,Cotton,5000
Tamil Nadu,Tamarind Fruit,5000
Tamil Nadu,Coconut Seed,2200
Tamil Nadu,Groundnut,4450
Tamil Nadu,Maize,1950
Tamil Nadu,Coconut,1500
Tamil Nadu,Coconut,1600
Tamil Nadu,Copra,12000
Tamil Nadu,Cotton,4950
Tamil Nadu,Coconut,2100
Tamil Nadu,Copra,10500
Tamil Nadu,Paddy(Dhan),2100
Tamil Nadu,Cotton,4500
Tamil Nadu,Coconut,2250
Tamil Nadu,Groundnut,3250
Tamil Nadu,Coconut,1950
Tamil Nadu,Copra,13685
Tamil Nadu,Turmeric,6100
Tamil Nadu,Turmeric,6600
Tamil Nadu,Copra,10500
Tamil Nadu,Turmeric,6871
Tamil Nadu,Turmeric,7434
Tamil Nadu,"Sesamum(Sesame,Gingelly,Til)",7290
Tamil Nadu,"Sesamum(Sesame,Gingelly,Til)",8450
Tamil Nadu,Copra,11205
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1620
Tamil Nadu,Paddy(Dhan),1280
Tamil Nadu,Paddy(Dhan),1350
Tamil Nadu,Coconut Seed,2200
Tamil Nadu,Ragi (Finger Millet),1900
Tamil Nadu,Ragi (Finger Millet),1900
Tamil Nadu,Coconut Seed,1600
Tamil Nadu,Groundnut,4450
Tamil Nadu,Coconut Seed,2100
Tamil Nadu,Coconut Seed,2200
Tamil Nadu,Cotton,5400
Tamil Nadu,Paddy(Dhan),1520
Tamil Nadu,Paddy(Dhan),1656
Tamil Nadu,Coconut,2900
Tamil Nadu,Paddy(Dhan),1780
Tamil Nadu,Paddy(Dhan),1795
Tamil Nadu,Cotton,3800
Tamil Nadu,Cotton,3100
Tamil Nadu,Paddy(Dhan),1800
Tamil Nadu,Copra,12500
Tamil Nadu,Maize,1315
Tamil Nadu,Turmeric,6500
Tamil Nadu,Turmeric,8100
Tamil Nadu,Copra,13209
Tamil Nadu,Copra,12400
Tamil Nadu,Turmeric,8566
Tamil Nadu,Turmeric,7474
Tamil Nadu,Coconut,13000
Tamil Nadu,Dry Chillies,6250
Tamil Nadu,Paddy(Dhan),1560
Tamil Nadu,Dry Chillies,10000
Tamil Nadu,Paddy(Dhan),1560
Tamil Nadu,Dry Chillies,16500
Tamil Nadu,Paddy(Dhan),1550
Tamil Nadu,Paddy(Dhan),1750
Tamil Nadu,Tapioca,980
Tamil Nadu,Cotton,5050
Tamil Nadu,Maize,1220
Tamil Nadu,Coconut,2410
Tamil Nadu,Cotton,5000
Tamil Nadu,Coconut,1500
Tamil Nadu,Turmeric,7700
Tamil Nadu,Turmeric,9150
Tamil Nadu,Maize,1320
Tamil Nadu,Ragi (Finger Millet),2025
Tamil Nadu,Coconut,2950
Tamil Nadu,Paddy(Dhan),1570
Tamil Nadu,Paddy(Dhan),1570
Tamil Nadu,Paddy(Dhan),1570
Tamil Nadu,Paddy(Dhan),1570
Tamil Nadu,Coconut,1250
Tamil Nadu,Maize,1460
Tamil Nadu,Banana,1300
Tamil Nadu,Banana,1400
Tamil Nadu,Coconut,1300
Tamil Nadu,Coconut,1250
Tamil Nadu,Paddy(Dhan),1570
Tamil Nadu,Bajra(Pearl Millet/Cumbu),1460
Tamil Nadu,Cotton,4200
Tamil Nadu,Jowar(Sorghum),1700
Tamil Nadu,Maize,1440
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1800
Tamil Nadu,Chili Red,3800
Tamil Nadu,Cotton,3850
Tamil Nadu,Maize,1550
Tamil Nadu,Paddy(Dhan),1650
Tamil Nadu,Paddy(Dhan),1500
Tamil Nadu,Paddy(Dhan),1700
Tamil Nadu,Cotton,4300
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1595
Tamil Nadu,Groundnut,4965
Tamil Nadu,Paddy(Dhan),1376
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Black Gram (Urd Beans),5450
Tamil Nadu,Cotton,4200
Tamil Nadu,Green Gram (Moong),5600
Tamil Nadu,Hybrid Cumbu,1500
Tamil Nadu,Maize,1450
Tamil Nadu,Chili Red,4850
Tamil Nadu,Chili Red,6000
Tamil Nadu,Cotton,4680
Tamil Nadu,Paddy(Dhan),1552
Tamil Nadu,Copra,11550
Tamil Nadu,Dry Chillies,2600
Tamil Nadu,Groundnut,5200
Tamil Nadu,Paddy(Dhan),1600
Tamil Nadu,Ragi (Finger Millet),2500
Tamil Nadu,Groundnut,5280
Tamil Nadu,Paddy(Dhan),1780
Tamil Nadu,Maize,1220
Tamil Nadu,Groundnut,5511
Tamil Nadu,Paddy(Dhan),1680
Tamil Nadu,Groundnut,4749
Tamil Nadu,Maize,1210
Tamil Nadu,Maize,1222
Tamil Nadu,Groundnut,5105
Tamil Nadu,Paddy(Dhan),1334
Tamil Nadu,Paddy(Dhan),1659
Tamil Nadu,Paddy(Dhan),1349
Tamil Nadu,Ragi (Finger Millet),2264
Tamil Nadu,Paddy(Dhan),1684
Tamil Nadu,Paddy(Dhan),1401
Tamil Nadu,Groundnut,5498
Tamil Nadu,Ragi (Finger Millet),2610
Tamil Nadu,Groundnut,4716
Tamil Nadu,Maize,1050
Tamil Nadu,Paddy(Dhan),1803
Tamil Nadu,Paddy(Dhan),1742
Tamil Nadu,Ragi (Finger Millet),2491
Tamil Nadu,Paddy(Dhan),1653
Tamil Nadu,Paddy(Dhan),1293
Tamil Nadu,Ragi (Finger Millet),2600
Tamil Nadu,Dry Chillies,6200
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Cotton,4675
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Cotton,4850
Telangana,Paddy(Dhan),1550
Telangana,Arhar (Tur/Red Gram),4311
Telangana,Bengal Gram(Gram),3775
Telangana,Cotton,4700
Telangana,Cotton,4600
Telangana,Cotton,4750
Telangana,Cotton,4670
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Cotton,4650
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Cotton,4500
Telangana,Cotton,4450
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Cotton,4500
Telangana,Beetroot,400
Telangana,Bhindi(Ladies Finger),1500
Telangana,Bitter gourd,1600
Telangana,Bottle gourd,1000
Telangana,Brinjal,1000
Telangana,Cabbage,800
Telangana,Carrot,800
Telangana,Cauliflower,800
Telangana,Chow Chow,500
Telangana,Cluster beans,1400
Telangana,Cucumbar(Kheera),500
Telangana,Drumstick,3000
Telangana,Field Pea,1200
Telangana,French Beans (Frasbean),2000
Telangana,Green Chilli,2300
Telangana,Green Peas,1800
Telangana,Onion,1800
Telangana,Potato,800
Telangana,Pumpkin,400
Telangana,Raddish,300
Telangana,Ridgeguard(Tori),2500
Telangana,Snakeguard,800
Telangana,Sweet Potato,800
Telangana,Tomato,300
Telangana,Apple,2500
Telangana,Chikoos(Sapota),571
Telangana,Grapes,2286
Telangana,Grapes,2571
Telangana,Guava,1200
Telangana,Karbuja(Musk Melon),400
Telangana,Mousambi(Sweet Lime),850
Telangana,Orange,1666
Telangana,Papaya,800
Telangana,Pine Apple,800
Telangana,Pomegranate,3750
Telangana,Water Melon,300
Telangana,Banana - Green,2200
Telangana,Beetroot,500
Telangana,Bhindi(Ladies Finger),1000
Telangana,Bitter gourd,1400
Telangana,Bottle gourd,500
Telangana,Brinjal,300
Telangana,Cabbage,400
Telangana,Capsicum,1800
Telangana,Carrot,600
Telangana,Cauliflower,1000
Telangana,Cluster beans,1400
Telangana,Cucumbar(Kheera),500
Telangana,Drumstick,2500
Telangana,Field Pea,1200
Telangana,French Beans (Frasbean),1100
Telangana,Green Chilli,1500
Telangana,Green Peas,1200
Telangana,Onion,1500
Telangana,Potato,800
Telangana,Ridgeguard(Tori),1800
Telangana,Sweet Potato,600
Telangana,Tomato,300
Telangana,Dry Chillies,9000
Telangana,Dry Chillies,5500
Telangana,Onion,2100
Telangana,Onion,1400
Telangana,Potato,1100
Telangana,Tamarind Fruit,9000
Telangana,Beetroot,650
Telangana,Bhindi(Ladies Finger),1250
Telangana,Bitter gourd,1400
Telangana,Bottle gourd,550
Telangana,Brinjal,600
Telangana,Cabbage,600
Telangana,Capsicum,2000
Telangana,Carrot,900
Telangana,Cauliflower,700
Telangana,Cluster beans,1400
Telangana,Cucumbar(Kheera),900
Telangana,Field Pea,1500
Telangana,French Beans (Frasbean),1450
Telangana,Green Chilli,1250
Telangana,Potato,700
Telangana,Ridgeguard(Tori),1500
Telangana,Tomato,350
Telangana,Arhar (Tur/Red Gram),4258
Telangana,Cotton,4301
Telangana,Maize,1259
Telangana,Paddy(Dhan),1758
Telangana,Paddy(Dhan),1607
Telangana,Paddy(Dhan),1385
Telangana,Paddy(Dhan),1550
Telangana,Paddy(Dhan),1590
Telangana,Cotton,4500
Telangana,Paddy(Dhan),1550
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Maize,1425
Telangana,Paddy(Dhan),1550
Telangana,Paddy(Dhan),1550
Telangana,Cotton,4850
Telangana,Arhar (Tur/Red Gram),3800
Telangana,Castor Seed,3125
Telangana,Cotton,3909
Telangana,Maize,1238
Telangana,Paddy(Dhan),1582
Telangana,Paddy(Dhan),1590
Telangana,Paddy(Dhan),1590
Telangana,Paddy(Dhan),1590
Telangana,Maize,1425
Telangana,Paddy(Dhan),1550
Telangana,Paddy(Dhan),1590
Telangana,Paddy(Dhan),1590
Telangana,Cotton,4320
Telangana,Paddy(Dhan),1550
Telangana,Maize,1425
Telangana,Paddy(Dhan),1590
Telangana,Paddy(Dhan),1590
Telangana,Cotton,4500
Telangana,Paddy(Dhan),1590
Telangana,Cotton,4320
Telangana,Paddy(Dhan),1590
Telangana,Cotton,4300
Telangana,Wood,375
Telangana,Wood,400
Telangana,Black Gram (Urd Beans),5210
Telangana,Maize,1410
Telangana,Paddy(Dhan),1590
Telangana,Paddy(Dhan),1470
Telangana,Cotton,4750
Telangana,Paddy(Dhan),1500
Telangana,Arhar (Tur/Red Gram),4000
Telangana,Black Gram (Urd Beans),1200
Telangana,Dry Chillies,8900
Telangana,Dry Chillies,4200
Telangana,Green Gram (Moong),4650
Telangana,Groundnut,3400
Telangana,Potato,1200
Telangana,Tomato,400
Telangana,Cotton,4020
Telangana,Wood,3500
Telangana,Cotton,4300
Telangana,Paddy(Dhan),1475
Telangana,Maize,1450
Telangana,Paddy(Dhan),1550
Telangana,Wood,450
Telangana,Cotton,4300
Telangana,Paddy(Dhan),1560
Telangana,Cotton,5000
Telangana,Maize,1400
Telangana,Arhar (Tur/Red Gram),4405
Telangana,Groundnut,4737
Telangana,Groundnut,4250
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Maize,1425
Telangana,Groundnut,3313
Telangana,Arhar (Tur/Red Gram),4106
Telangana,Castor Seed,3909
Telangana,Groundnut,4099
Telangana,Paddy(Dhan),2076
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Groundnut,4450
Telangana,Beans,1400
Telangana,Bhindi(Ladies Finger),2250
Telangana,Bitter gourd,3000
Telangana,Brinjal,650
Telangana,Cucumbar(Kheera),500
Telangana,Green Chilli,2900
Telangana,Ridgeguard(Tori),2500
Telangana,Tomato,275
Telangana,Arhar (Tur/Red Gram),5450
Telangana,Groundnut,4450
Telangana,Groundnut,3570
Telangana,Groundnut,3309
Telangana,Groundnut,4769
Telangana,Arhar (Tur/Red Gram),3956
Telangana,Bengal Gram(Gram),3945
Telangana,Groundnut pods (raw),3798
Telangana,Bhindi(Ladies Finger),1800
Telangana,Bitter gourd,1200
Telangana,Brinjal,500
Telangana,Cabbage,500
Telangana,Capsicum,1200
Telangana,Carrot,1100
Telangana,Cluster beans,1500
Telangana,Green Chilli,1400
Telangana,Ridgeguard(Tori),1800
Telangana,Tomato,400
Telangana,Groundnut,4376
Telangana,Groundnut,3812
Telangana,Paddy(Dhan),1590
Telangana,Cotton,3785
