Maharashtra,Ragi,5952.0
Maharashtra,Wheat,24076.199999999997
Maharashtra,Barley,6561.1000000000004
Maharashtra,Gram,11672.140000000001
Maharashtra,Tur,13660.0
Maharashtra,Groundnut,39879.059999999998
Maharashtra,Mustard,6657.0
Maharashtra,Soyabean,41112.948717948719
Maharashtra,Sunflower,17088.0
Maharashtra,Cotton,8955.9899999999998
Maharashtra,Mesta,4095.0
Maharashtra,Sugarcane,440695.44
Manipur,Rice,46304.929951906
Manipur,Maize,17466.2469232111
Manipur,Mustard,9683.3333333330993
Manipur,Sugarcane,188732.30687830684
Meghalaya,Rice,33840.0
Meghalaya,Maize,10164.0
Meghalaya,Wheat,20812.75
Meghalaya,Tur,15380.0
Meghalaya,Mustard,13608.0
Meghalaya,Soyabean,18654.299999999999
Meghalaya,Cotton,4343.0
Meghalaya,Jute,14300.0
Meghalaya,Mesta,12525.0
Mizoram,Rice,30020.0
Mizoram,Maize,12698.0
Mizoram,Mustard,15582.0
Mizoram,Soyabean,21970.619999999999
Mizoram,Cotton,9292.0
Mizoram,Sugarcane,23885.360000000001
Nagaland,Rice,31120.0
Nagaland,Jowar,10715.6
Nagaland,Bajra,9657.0900000000001
Nagaland,Maize,11263.0
Nagaland,Wheat,21021.0
Nagaland,Barley,18086.800000000003
Nagaland,Gram,19523.27
Nagaland,Tur,19840.0
Nagaland,Groundnut,27795.0
Nagaland,Mustard,17682.0
Nagaland,Soyabean,25306.679999999997
Nagaland,Sunflower,17955.0
Nagaland,Cotton,14392.5
Nagaland,Jute,5870.0
Nagaland,Sugarcane,262281.88
Orissa,Rice,35020.062002626633
Orissa,Jowar,5237.3333810829799
Orissa,Bajra,4257.0375990513312
Orissa,Maize,16677.418638672079
Orissa,Ragi,3848.2293359322002
Orissa,Wheat,17712.273242292824
Orissa,Gram,11925.830385767389
Orissa,Tur,14083.401208735997
Orissa,Groundnut,23613.173869646253
Orissa,Mustard,4314.5423841576003
Orissa,Soyabean,15184.61538461599
Orissa,Sunflower,12036.533625519001
Orissa,Cotton,15213.192559230452
Orissa,Jute,17970.909767513
Orissa,Mesta,11946.899988134999
Orissa,Sugarcane,351989.20605041151
Punjab,Rice,73720.0
Punjab,Bajra,7488.2400000000007
Punjab,Maize,18914.0
Punjab,Wheat,52172.75
Punjab,Barley,34082.700000000004
Punjab,Gram,16956.920000000002
Punjab,Tur,17520.0
Punjab,Groundnut,18445.0
Punjab,Mustard,23205.0
Punjab,Sunflower,24030.0
Punjab,Cotton,28910.049999999999
Punjab,Sugarcane,353234.94
Rajasthan,Rice,27440.0
Rajasthan,Jowar,3775.3999999999996
Rajasthan,Bajra,4908.4499999999998
Rajasthan,Maize,9198.0
Rajasthan,Wheat,42945.782500000001
Rajasthan,Barley,23308.900000000001
Rajasthan,Gram,12394.52
Rajasthan,Tur,12120.0
Rajasthan,Groundnut,27115.0
Rajasthan,Mustard,36523.252499999995
Rajasthan,Soyabean,21753.48
Rajasthan,Sunflower,5100.0
